id_parc;nom_usuel;code_insee;nom_commune;code_dept;code_reg;date_delivrance_recipisse_prefecture;date_depot_demande_autorisation;date_delivrance_avis_autorite_environnementale;date_delivrance_rejet;date_delivrance_autorisation;date_delivrance_refus;date_debut_construction;date_mise_en_service;date_debut_demantelement;date_cessation_activite;etat_parc;statut_admin;statut_parc;date_arrete_prefectoral_complementaire;contentieux;repowering;repowering_substantiel;repowering_notable;type;date_depot_demande_autorisation_repowering;date_repowering;date_delivrance_avis_autorite_environnementale_repowering;date_delivrance_autorisation_repowering;nom_exploitant;siret;date_maj
0005704362;ENERGIE DU PORCIEN SASU;08107;CHATEAU PORCIEN;08;44;;2005-12-20;2008-01-09;;2008-03-20;;2008-05-20;2009-05-25;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Energie du Porcien;49773341000045;2022-10-18
0005704362;ENERGIE DU PORCIEN SASU;08380;SAINT-FERGEUX;08;44;;2005-12-20;2008-01-09;;2008-03-20;;2008-05-20;2009-05-25;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Energie du Porcien;49773341000045;2022-10-18
0005704365;PARC EOLIEN RENNEVILLE;08360;RENNEVILLE;08;44;;2011-11-22;;;;;2013-07-15;2014-05-28;;;;Autorisation;En instruction;;;;;;;;;;;Eole Renneville SCS;529637290;2022-09-14
0005704367;EOLE SORBON;08427;SORBON;08;44;;2007-07-06;;;;;2009-07-30;2010-04-14;;;;Autorisation;En instruction;;;;;;;;;;;TotalEnergies Renouvelables France;49774712100018;2022-11-05
0005704376;SAS CORROY ENERGIES;51176;CORROY;51;44;;2007-02-28;2007-08-21;;2012-08-22;;2010-07-01;2011-03-01;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-10-26
0005704377;SAS PARC EOLIEN D'ESCARDES;51071;BOUCHY ST GENEST;51;44;;2012-02-06;2012-02-07;;2012-07-25;;;2016-03-14;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;EDPR FRANCE HOLDING;;2022-10-22
0005704377;SAS PARC EOLIEN D'ESCARDES;51233;ESCARDES;51;44;;2012-02-06;2012-02-07;;2012-07-25;;;2016-03-14;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;EDPR FRANCE HOLDING;;2022-10-22
0005704380;Somme-Soude Trécon;51578;TRECON;51;44;;2009-12-08;;;;;;2014-11-02;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-11-23
0005704380;Somme-Soude Trécon;51603;VELYE;51;44;;2009-12-08;;;;;;2014-11-02;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-11-23
0005704380;Somme-Soude Trécon;51638;VILLESENEUX;51;44;;2009-12-08;;;;;;2014-11-02;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-11-23
0005704387;PARS EOLIENS HAUTS MOULINS;51353;MARSANGIS;51;44;;2006-08-03;2006-10-16;;2010-07-21;;2012-02-15;2012-12-08;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;ERG France;47811188300037;2022-11-08
0005704387;PARS EOLIENS HAUTS MOULINS;51516;ST SATURNIN;51;44;;2006-08-03;2006-10-16;;2010-07-21;;2012-02-15;2012-12-08;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;ERG France;47811188300037;2022-11-08
0005704387;PARS EOLIENS HAUTS MOULINS;51565;THAAS;51;44;;2006-08-03;2006-10-16;;2010-07-21;;2012-02-15;2012-12-08;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;ERG France;47811188300037;2022-11-08
0005704388;Parc éolien les Moulins des Champs;51279;GRANGES SUR AUBE;51;44;;2006-08-03;2006-10-16;;2010-07-21;;2012-02-15;2012-12-08;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;ERG France;47810316100038;2022-11-08
0005704388;Parc éolien les Moulins des Champs;51652;VOUARCES;51;44;;2006-08-03;2006-10-16;;2010-07-21;;2012-02-15;2012-12-08;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;ERG France;47810316100038;2022-11-08
0005704389;Parc Eolien de la Plaine Dynamique;51279;GRANGES SUR AUBE;51;44;;2006-08-03;;;2010-07-21;;2011-12-17;2012-12-17;;;;Autorisation;En instruction;;;;;;;;;;;Parc éolien Plaine Dynamique;49079666100042;2022-10-19
0005704389;Parc Eolien de la Plaine Dynamique;51353;MARSANGIS;51;44;;2006-08-03;;;2010-07-21;;2011-12-17;2012-12-17;;;;Autorisation;En instruction;;;;;;;;;;;Parc éolien Plaine Dynamique;49079666100042;2022-10-19
0005704389;Parc Eolien de la Plaine Dynamique;51516;ST SATURNIN;51;44;;2006-08-03;;;2010-07-21;;2011-12-17;2012-12-17;;;;Autorisation;En instruction;;;;;;;;;;;Parc éolien Plaine Dynamique;49079666100042;2022-10-19
0005704390;Société TENBONREV;51472;ST AMAND SUR FION;51;44;;2008-02-29;2008-03-13;;2009-02-24;;2016-02-11;2016-12-05;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-09-23
0005704394;Côtes de Champagne Sud;51022;AULNAY L AITRE;51;44;;2003-08-07;;;;;;2005-09-01;;;;Autorisation;En instruction;;;;;;;;;;;SFE PARC EOLIEN DES COTES DE CHAMPAGNE SUD;45137357500021;2022-10-15
0005704394;Côtes de Champagne Sud;51325;LISSE EN CHAMPAGNE;51;44;;2003-08-07;;;;;;2005-09-01;;;;Autorisation;En instruction;;;;;;;;;;;SFE PARC EOLIEN DES COTES DE CHAMPAGNE SUD;45137357500021;2022-10-15
0005704394;Côtes de Champagne Sud;51472;ST AMAND SUR FION;51;44;;2003-08-07;;;;;;2005-09-01;;;;Autorisation;En instruction;;;;;;;;;;;SFE PARC EOLIEN DES COTES DE CHAMPAGNE SUD;45137357500021;2022-10-15
0005704397;GERMINON 6;51268;GERMINON;51;44;;2007-05-10;;;;;;2010-10-01;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-10-01
0005704398;SNC WP France 1;51339;MAIRY SUR MARNE;51;44;;2011-08-18;;;;;;;;;;Autorisation;En instruction;;;;;;;;;;;WP France 1;51882209300069;2022-10-22
0005704398;SNC WP France 1;51574;TOGNY-AUX-B??UFS;51;44;;2011-08-18;;;;;;;;;;Autorisation;En instruction;;;;;;;;;;;WP France 1;51882209300069;2022-10-22
0005704401;TRAMOMARINA SNC;51557;SOULANGES;51;44;;2009-02-13;;;;;2014-09-15;;;;;Autorisation;En instruction;;;;;;;;;;;Tramomarina;48428453400035;2022-10-22
0005704412;Parc éolien du VALBIN SNC;10055;BOURGUIGNONS;10;44;;2012-09-13;2013-02-28;;;;2017-09-01;;;;;Autorisation;En instruction;;;;;;;;;;;Parc Éolien Du Valbin;75296512900022;2022-10-22
0005704412;Parc éolien du VALBIN SNC;10159;FRALIGNES;10;44;;2012-09-13;2013-02-28;;;;2017-09-01;;;;;Autorisation;En instruction;;;;;;;;;;;Parc Éolien Du Valbin;75296512900022;2022-10-22
0005704412;Parc éolien du VALBIN SNC;10213;MAGNANT;10;44;;2012-09-13;2013-02-28;;;;2017-09-01;;;;;Autorisation;En instruction;;;;;;;;;;;Parc Éolien Du Valbin;75296512900022;2022-10-22
0005704512;Parc Eolien de Fontaine-Mâcon 2;10153;FONTAINE MACON;10;44;;2013-07-28;2014-01-24;;2014-07-23;;2015-08-17;2016-05-24;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Parc Eolien de Fontaine-Mâcon 2;78853000400035;2022-09-03
0005704523;SEPE du Plateau;51167;COOLE;51;44;;2013-04-22;;;;;2016-01-19;2016-12-25;;;;Autorisation;En instruction;;;;;;;;;;;EDF Renouvelables France;493778955;2022-10-22
0005704562;Centrale éolienne les Monts;10336;ST BENOIT SUR SEINE;10;44;;2015-11-12;;;;;2016-02-22;;;;;Autorisation;En instruction;;;;;;;;;;;EDF Renouvelables France;483040333;2022-10-18
0005704562;Centrale éolienne les Monts;10352;STE MAURE;10;44;;2015-11-12;;;;;2016-02-22;;;;;Autorisation;En instruction;;;;;;;;;;;EDF Renouvelables France;483040333;2022-10-18
0005704564;Centrale Eolienne de Chemin Perré;10254;MONTPOTHIER;10;44;;2012-09-06;;;;;2015-08-24;;;;;Autorisation;En instruction;;;;;;;;;;;EDF Renouvelables France;512931585;2022-10-18
0005704564;Centrale Eolienne de Chemin Perré;10420;VILLENAUXE LA GRANDE;10;44;;2012-09-06;;;;;2015-08-24;;;;;Autorisation;En instruction;;;;;;;;;;;EDF Renouvelables France;512931585;2022-10-18
0005704570;Parc éolien de Fontaine-Macon;10020;AVANT LES MARCILLY;10;44;;2009-06-10;;;2009-09-29;;2010-03-01;2010-12-01;;;;Autorisation;En instruction;;;;;;;;;;;Parc Eolien de Fontaine-Macon;50144719700051;2022-09-03
0005704570;Parc éolien de Fontaine-Macon;10153;FONTAINE MACON;10;44;;2009-06-10;;;2009-09-29;;2010-03-01;2010-12-01;;;;Autorisation;En instruction;;;;;;;;;;;Parc Eolien de Fontaine-Macon;50144719700051;2022-09-03
0005704624;SAS;10004;ALLIBAUDIERES;10;44;;2013-12-13;2014-05-13;;2014-11-26;;2016-11-22;2017-11-27;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Les Renardieres SAS;798633301;2022-11-09
0005704624;SAS;10077;CHAMPIGNY-SUR-AUBE;10;44;;2013-12-13;2014-05-13;;2014-11-26;;2016-11-22;2017-11-27;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Les Renardieres SAS;798633301;2022-11-09
0005704624;SAS;10408;VIAPRES-LE-PETIT;10;44;;2013-12-13;2014-05-13;;2014-11-26;;2016-11-22;2017-11-27;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Les Renardieres SAS;798633301;2022-11-09
0005704629;Eole de Plan-Fleury SAS;10075;CHAMPFLEURY;10;44;;2013-12-19;2014-05-13;;2014-11-28;;2016-11-16;2017-10-15;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Eole de Plan-Fleury SAS;79796876500041;2022-10-26
0005704629;Eole de Plan-Fleury SAS;10289;PLANCY-L'ABBAYE;10;44;;2013-12-19;2014-05-13;;2014-11-28;;2016-11-16;2017-10-15;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Eole de Plan-Fleury SAS;79796876500041;2022-10-26
0005704629;Eole de Plan-Fleury SAS;10408;VIAPRES-LE-PETIT;10;44;;2013-12-19;2014-05-13;;2014-11-28;;2016-11-16;2017-10-15;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Eole de Plan-Fleury SAS;79796876500041;2022-10-26
0005704656;PARC EOLIEN LE NITIS 2;08014;ANNELLES;08;44;;2012-12-19;;;;;2016-01-27;;;;;Autorisation;En instruction;;;;;;;;;;;Parc Eolien Le Nitis 2;53903669900053;2022-10-07
0005704656;PARC EOLIEN LE NITIS 2;08286;MENIL ANNELLES;08;44;;2012-12-19;;;;;2016-01-27;;;;;Autorisation;En instruction;;;;;;;;;;;Parc Eolien Le Nitis 2;53903669900053;2022-10-07
0005704681;Parc éolien de Louvieres;52295;LOUVIERES;52;44;;2014-02-28;2018-01-01;;2018-06-06;;;2020-11-04;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;EDPR France Holding;79761073000013;2022-09-29
0005704681;Parc éolien de Louvieres;52401;POULANGY;52;44;;2014-02-28;2018-01-01;;2018-06-06;;;2020-11-04;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;EDPR France Holding;79761073000013;2022-09-29
0005704833;BUTTE DE SOIGNY;51070;BOISSY-LE-REPOS;51;44;;2014-09-25;2015-04-20;;2015-10-28;;2018-08-20;2019-07-05;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-10-22
0005704833;BUTTE DE SOIGNY;51129;CHARLEVILLE;51;44;;2014-09-25;2015-04-20;;2015-10-28;;2018-08-20;2019-07-05;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-10-22
0005704833;BUTTE DE SOIGNY;51264;LE GAULT SOIGNY;51;44;;2014-09-25;2015-04-20;;2015-10-28;;2018-08-20;2019-07-05;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-10-22
0005704844;Parc éolien NORDEX XXII SAS;51502;SAINT-MARTIN-AUX-CHAMPS;51;44;;2016-02-06;2019-11-22;;2020-06-15;;;;;;En attente de construction;Autorisation;Autorisé;;;;;;;;;;;PARC EOLIEN DU CHEMIN DE CHÂLONS SAS;;2022-11-19
0005704844;Parc éolien NORDEX XXII SAS;51552;SONGY;51;44;;2016-02-06;2019-11-22;;2020-06-15;;;;;;En attente de construction;Autorisation;Autorisé;;;;;;;;;;;PARC EOLIEN DU CHEMIN DE CHÂLONS SAS;;2022-11-19
0005704877;EOLE DE LA PLAINE D'OSNE;52370;OSNE LE VAL;52;44;;2015-02-16;2016-06-21;;2017-09-15;;2019-03-25;2020-08-15;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-10-26
0005704882;SAS Parc éolien des Longues Roies;51552;SONGY;51;44;;2016-07-22;;;;;2019-07-08;;;;;Autorisation;En instruction;;;;;;;;;;;EDF Renouvelables France;752989251;2022-10-22
0005704974;PARC EOLIEN ENERGIE DU PARTAGE 10;08338;PAUVRES;08;44;;2016-04-28;;;2017-07-23;;2020-06-02;;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-11-01
0005805353;Parc Éolien d'Ardouval;76024;ARDOUVAL;76;28;;2007-07-19;;;2008-08-04;;2012-09-04;;;;;Autorisation;En instruction;;;;;;;;;;;Parc Éolien d'Ardouval;49521445400045;2022-10-12
0005805359;FLAMETS;76042;AUVILLIERS;76;28;;2011-07-05;;;;;;2018-08-08;;;;Autorisation;En instruction;;;;;;;;;;;Futures Energies Les Terrains Gris;79753956600027;2022-09-23
0005805359;FLAMETS;76265;FLAMETS FRETILS;76;28;;2011-07-05;;;;;;2018-08-08;;;;Autorisation;En instruction;;;;;;;;;;;Futures Energies Les Terrains Gris;79753956600027;2022-09-23
0005805360;Ypreville-Biville;76710;TREMAUVILLE;76;28;;2014-07-23;;;;;;2017-10-02;;;;Autorisation;En instruction;;;;;;;;;;;FUTURES ENERGIES LA PLAINE DES TROIS MARES;44208493500273;2022-09-24
0005805360;Ypreville-Biville;76755;YPREVILLE BIVILLE;76;28;;2014-07-23;;;;;;2017-10-02;;;;Autorisation;En instruction;;;;;;;;;;;FUTURES ENERGIES LA PLAINE DES TROIS MARES;44208493500273;2022-09-24
0005805396;Le Moulin de Sehen;27323;LA HAYE-SAINT-SYLVESTRE;27;28;;2009-07-24;;;;;;2015-06-01;;;;Autorisation;En instruction;;;;;;;;;;;Mse Le Moulin De Sehen (Parc Eolien 1);45087252800044;2022-09-23
0005805396;Le Moulin de Sehen;27404;MESNIL ROUSSET;27;28;;2009-07-24;;;;;;2015-06-01;;;;Autorisation;En instruction;;;;;;;;;;;Mse Le Moulin De Sehen (Parc Eolien 1);45087252800044;2022-09-23
0005805399;EOLIENNES DE SASSEVILLE ET DROSAY;76221;DROSAY;76;28;;2008-08-04;;;;;;2014-08-29;;;;Autorisation;En instruction;;;;;;;;;;;VSB Energies Nouvelles;50759299600023;2022-10-22
0005805399;EOLIENNES DE SASSEVILLE ET DROSAY;76664;SASSEVILLE;76;28;;2008-08-04;;;;;;2014-08-29;;;;Autorisation;En instruction;;;;;;;;;;;VSB Energies Nouvelles;50759299600023;2022-10-22
0005805423;EOLE MANCHE;76334;GUEURES;76;28;;2005-02-18;;;2007-04-26;;;;;;;Autorisation;En instruction;;;;;;;;;;;EOLE MANCHE;49365037800042;2022-10-12
0005805425;SOCIETE DU PARC EOLIEN DE LA PLAINE MOULIN;76294;LA GAILLARDE;76;28;;2004-11-18;;;2006-03-29;;;;;;;Autorisation;En instruction;;;;;;;;;;;SOCIETE DU PARC EOLIEN DE LA PLAINE MOULIN;49070565400021;2022-10-13
0005805425;SOCIETE DU PARC EOLIEN DE LA PLAINE MOULIN;76642;SAINT-PIERRE-LE-VIGER;76;28;;2004-11-18;;;2006-03-29;;;;;;;Autorisation;En instruction;;;;;;;;;;;SOCIETE DU PARC EOLIEN DE LA PLAINE MOULIN;49070565400021;2022-10-13
0005805426;PARC EOLIEN DES MARETTES;76632;ST PIERRE BENOUVILLE;76;28;;2006-07-19;;;2006-11-13;;;;;;;Autorisation;En instruction;;;;;;;;;;;PARC EOLIEN DES MARETTES;49471093200042;2022-10-13
0005805427;PARC EOLIEN DE BRACHY;76136;BRACHY;76;28;;2003-12-19;2020-11-24;;;;2007-02-21;;;;;Autorisation;En instruction;;;;;;;;;;;PARC EOLIEN DE BRACHY;48462775700046;2022-10-12
0005805451;NOUVERGIES SAS;76618;PETIT CAUX;76;28;;2003-12-04;2003-12-19;;2004-06-28;;;;;;En attente de construction;Autorisation;Autorisé;;;;;;;;;;;VSB Energies Nouvelles;50351108100039;2022-10-05
0005805459;Voie du Moulin;76434;MESNIL RAOUL;76;28;;2009-03-16;;;;;;2016-10-31;;;;Autorisation;En instruction;;;;;;;;;;;CEOLFALRAM76;79866751500018;2022-09-24
0005805460;Ramonts;76488;OUAINVILLE;76;28;;2008-01-11;;;;;;2016-07-29;;;;Autorisation;En instruction;;;;;;;;;;;CEOLFALRAM76;79866751500018;2022-09-30
0005805461;Falfosse;76156;CANOUVILLE;76;28;;2008-01-10;;;;;;2016-07-13;;;;Autorisation;En instruction;;;;;;;;;;;CEOLFALRAM76;79866751500018;2022-11-17
0005805461;Falfosse;76488;OUAINVILLE;76;28;;2008-01-10;;;;;;2016-07-13;;;;Autorisation;En instruction;;;;;;;;;;;CEOLFALRAM76;79866751500018;2022-11-17
0005805462;EE CAMPIGNY;27126;CAMPIGNY;27;28;;2005-10-20;;;2007-02-22;;;;;;;Autorisation;En instruction;;;;;;;;;;;EE CAMPIGNY;49529953900041;2022-10-13
0005805479;Parc Eolien de Preuseville;76511;PREUSEVILLE;76;28;;2012-01-03;2012-01-04;;2012-07-31;;;2015-05-21;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;EDPR FRANCE HOLDING;50357525000330;2022-10-22
0005805480;ENR GIE GUERVILLE ET MELLEVILLE;76333;GUERVILLE;76;28;;2006-08-24;;;2009-05-19;;2011-03-07;;;;;Autorisation;En instruction;;;;;;;;;;;Enr Gie Guerville Et Melleville;49167584900054;2022-09-22
0005805480;ENR GIE GUERVILLE ET MELLEVILLE;76422;MELLEVILLE;76;28;;2006-08-24;;;2009-05-19;;2011-03-07;;;;;Autorisation;En instruction;;;;;;;;;;;Enr Gie Guerville Et Melleville;49167584900054;2022-09-22
0005805482;ENR GIE HARCANVILLE;76340;HARCANVILLE;76;28;;2006-06-26;;;2008-08-05;;2009-06-01;2010-05-03;;;;Autorisation;En instruction;;;;;;;;;;;Enr Gie Harcanville;48842070400022;2022-09-21
0005805483;FERME EOLIENNE DE CANEHAN;76155;CANEHAN;76;28;;2005-04-29;;;2010-07-22;;2014-07-01;2015-10-19;;;;Autorisation;En instruction;;;;;;;;;;;Ferme Eolienne De Canehan;48525988100046;2022-09-21
0005805484;ENERGIES DES FORIERES;76192;CRIEL SUR MER;76;28;;2008-08-08;;;;;;;;;;Autorisation;En instruction;;;;;;;;;;;Energies Des Forieres;45055372200056;2022-10-18
0005805486;ENERGIES DES LONGS CHAMPS;76133;LE BOURG DUN;76;28;;2008-12-18;;;;;;;;;;Autorisation;En instruction;;;;;;;;;;;Energies Des Longs Champs;45055375500056;2022-10-18
0005805487;L ECOPARC DES ENERGIES;76286;FRESNOY FOLNY;76;28;;2012-01-18;;;2012-10-17;;2014-09-01;2015-10-12;;;;Autorisation;En instruction;;;;;;;;;;;L Ecoparc Des Energies;75088815800052;2022-10-05
0005805487;L ECOPARC DES ENERGIES;76512;PUISENVAL;76;28;;2012-01-18;;;2012-10-17;;2014-09-01;2015-10-12;;;;Autorisation;En instruction;;;;;;;;;;;L Ecoparc Des Energies;75088815800052;2022-10-05
0005805507;PARC EOLIEN DE VARIMPRE;76122;CALLENGEVILLE;76;28;;2005-08-29;2012-01-01;;2012-08-17;;;2008-01-01;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;EDPR FRANCE HOLDING;45192601800040;2022-10-22
0005805508;PARC EOLIEN DES VATINES;76122;CALLENGEVILLE;76;28;;2005-08-29;2012-01-01;;2012-08-17;;;2008-01-01;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;EDPR FRANCE HOLDING;45192607500073;2022-10-22
0005805508;PARC EOLIEN DES VATINES;76511;PREUSEVILLE;76;28;;2005-08-29;2012-01-01;;2012-08-17;;;2008-01-01;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;EDPR FRANCE HOLDING;45192607500073;2022-10-22
0005805508;PARC EOLIEN DES VATINES;76677;SMERMESNIL;76;28;;2005-08-29;2012-01-01;;2012-08-17;;;2008-01-01;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;EDPR FRANCE HOLDING;45192607500073;2022-10-22
0005805509;PARC EOLIEN DU CLOS BATAILLE;76122;CALLENGEVILLE;76;28;;2005-08-29;2012-01-01;;2012-08-17;;;2008-01-01;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Parc Eolien Du Clos Bataille;45192604200057;2022-10-22
0005805509;PARC EOLIEN DU CLOS BATAILLE;76677;SMERMESNIL;76;28;;2005-08-29;2012-01-01;;2012-08-17;;;2008-01-01;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Parc Eolien Du Clos Bataille;45192604200057;2022-10-22
0005805510;EDPR FRANCE HOLDING Mancheville;76266;FLOCQUES;76;28;;2009-11-09;2012-01-01;;2012-07-27;;;2018-03-23;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;EDPR FRANCE HOLDING;79761073000310;2022-11-22
0005805511;EDPR FRANCE HOLDING Les Longs Champs;76266;FLOCQUES;76;28;;2009-11-09;2012-01-01;;2012-07-27;;;2020-01-10;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;EDPR FRANCE HOLDING;79761073000310;2022-10-22
0005805513;ENERGIES DU PETIT CAUX S.A.S;76618;PETIT CAUX;76;28;;2006-12-14;;;;;;;;;;Autorisation;En instruction;;;;;;;;;;;Energies Du Petit Caux S.A.S;44883896100028;2022-10-18
0005805514;ENERGIES DES HAUTS-TRAIT S.A.S;76618;PETIT CAUX;76;28;;2006-12-14;;;;;;;;;;Autorisation;En instruction;;;;;;;;;;;Energies Des Hauts-Trait S.A.S;44883901900024;2022-10-18
0005805515;MANNEVILLE 1&2;76407;MANNEVILLE ES PLAINS;76;28;;2007-06-08;;;;;;2011-04-01;;;;Autorisation;En instruction;;;;;;;;;;;ENGIE GREEN MANNEVILLE 1 & 2;83293373300012;2022-09-22
0005805516;TRANSITION EUROISE ROMAIN II;27198;MESNILS-SUR-ITON;27;28;;2016-12-25;2017-08-23;;2019-07-11;;;2022-03-20;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;EDPR France Holding;79761073000013;2022-10-20
0005805517;Eoliennes VESLY;27682;VESLY;27;28;;2007-06-29;;;2011-12-12;;;;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-10-22
0005805531;CRIEL ENERGIES;76192;CRIEL SUR MER;76;28;;2004-03-16;2004-04-26;;2012-09-17;;2008-01-10;2011-07-08;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Criel Energies;45253688100033;2022-11-16
0005805531;CRIEL ENERGIES;76619;SAINT-MARTIN-LE-GAILLARD;76;28;;2004-03-16;2004-04-26;;2012-09-17;;2008-01-10;2011-07-08;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Criel Energies;45253688100033;2022-11-16
0005805532;AVESNES ET BEAUVOIR;76048;AVESNES EN BRAY;76;28;;2008-06-06;;;;;;2011-04-04;;;;Autorisation;En instruction;;;;;;;;;;;Engie Green Avesnes Et Beauvoir;83293398000019;2022-09-21
0005805532;AVESNES ET BEAUVOIR;76067;BEAUVOIR-EN-LYONS;76;28;;2008-06-06;;;;;;2011-04-04;;;;Autorisation;En instruction;;;;;;;;;;;Engie Green Avesnes Et Beauvoir;83293398000019;2022-09-21
0005805688;SENEV ILLOIS;76372;ILLOIS;76;28;;2009-03-31;;;;;2013-01-15;2013-06-15;;;;Autorisation;En instruction;;;;;;;;;;;Senev Illois;49850435600029;2022-11-08
0005805771;Bradiancourt - Neufbosc;76139;BRADIANCOURT;76;28;;2013-09-18;;;;;;2022-09-30;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-11-24
0005805771;Bradiancourt - Neufbosc;76461;NEUFBOSC;76;28;;2013-09-18;;;;;;2022-09-30;;;;Autorisation;En instruction;;;;;;;;;;;Exploitant anonymisé;;2022-11-24
0005805795;SAS PLEIN VENT LONGUE EPINE FECAMP;76259;FECAMP;76;28;;2004-06-06;;;;;2005-12-06;;;;;Autorisation;En instruction;;;;;;;;;;;Sas Plein Vent Longue Epine Fecamp;48094278800054;2022-10-25
0005805932;SEPE Violette;76175;CLAIS;76;28;;2014-11-14;2015-08-21;;2016-04-13;;2017-03-28;2018-03-08;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;Exploitant anonymisé;;2022-10-19
0005805981;LA GOULAFRIERE;27289;LA GOULAFRIERE;27;28;;2015-03-04;;;;;;2022-01-24;;;;Autorisation;En instruction;;;;;;;;;;;Ferme Eolienne De La Goulafriere (Sarl);52097132600019;2022-09-23
0005905167;CEPE DU LOMONT;25239;FEULE;25;27;;2005-02-22;;;;;2006-09-11;2008-01-01;;;;Autorisation;En instruction;;;;;;;;;;;EDF Renouvelables France;491391348;2022-10-29
0005905167;CEPE DU LOMONT;25422;NEUCHATEL-URTIERE;25;27;;2005-02-22;;;;;2006-09-11;2008-01-01;;;;Autorisation;En instruction;;;;;;;;;;;EDF Renouvelables France;491391348;2022-10-29
0005905167;CEPE DU LOMONT;25548;SOLEMONT;25;27;;2005-02-22;;;;;2006-09-11;2008-01-01;;;;Autorisation;En instruction;;;;;;;;;;;EDF Renouvelables France;491391348;2022-10-29
0005905167;CEPE DU LOMONT;25583;VALONNE;25;27;;2005-02-22;;;;;2006-09-11;2008-01-01;;;;Autorisation;En instruction;;;;;;;;;;;EDF Renouvelables France;491391348;2022-10-29
0005905168;CEPE PAYS DE MONTBELIARD;25635;VYT LES BELVOIR;25;27;;2004-05-19;2004-10-26;;2005-05-19;;2006-08-10;2008-02-16;;;En exploitation;Autorisation;Autorisé;;;;;;;;;;;EDF Renouvelables France;491391348;2022-10-26
0005905411;Parc Eolien SUD VESOUL;70019;ANDELARRE;70;27;;2012-10-29;2014-10-15;;2014-10-16;;;;;;En attente de construction;Autorisation;Autorisé;;;;;;;;;;;Q ENERGY FRANCE;;2022-10-28
0005905411;Parc Eolien SUD VESOUL;70047;BAIGNES;70;27;;2012-10-29;2014-10-15;;2014-10-16;;;;;;En attente de construction;Autorisation;Autorisé;;;;;;;;;;;Q ENERGY FRANCE;;2022-10-28
0005905411;Parc Eolien SUD VESOUL;70367;MONT-LE-VERNOIS;70;27;;2012-10-29;2014-10-15;;2014-10-16;;;;;;En attente de construction;Autorisation;Autorisé;;;;;;;;;;;Q ENERGY FRANCE;;2022-10-28
0005905411;Parc Eolien SUD VESOUL;70452;ROSEY;70;27;;2012-10-29;2014-10-15;;2014-10-16;;;;;;En attente de construction;Autorisation;Autorisé;;;;;;;;;;;Q ENERGY FRANCE;;2022-10-28
